鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080616,土地3建物1車位1,六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,6400000,70959,坡道平面,22.77,1000000,,RPOWQLQKKHGGFIB09DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080806,土地3建物1車位1,十二層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6490000,68841,坡道平面,24.75,1150000,,RPPWQLQKKHGGFIB56DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080712,土地3建物1車位1,五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.85,2,1,1,有,無,6550000,69645,坡道平面,24.75,1250000,,RPQWQLQKKHGGFIB66DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.66,商,,,1080827,土地3建物1車位1,十層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,102.32,2,1,1,有,無,6730000,71935,坡道平面,24.75,1150000,,RPRWQLQKKHGGFIB76DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080706,土地3建物1車位1,四層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,6060000,66491,坡道平面,22.77,1000000,,RPSWQLQKKHGGFIB86DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1090630,土地3建物1車位1,三層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,7560000,83574,坡道平面,22.77,1200000,,RPTWQLQKKHGGFIB96DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,12.4,商,,,1080711,土地3建物1車位1,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.87,2,1,1,有,無,6770000,74507,坡道平面,22.77,1100000,,RPUWQLQKKHGGFIB07DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,19.49,商,,,1090707,土地3建物1車位2,十八層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.64,3,2,2,有,無,11080000,76993,坡道平面,49.5,2600000,,RPVWQLQKKHGGFIB17DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1081214,土地3建物1車位1,十五層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.89,3,2,2,有,無,9800000,76721,坡道平面,24.75,1350000,,RPWWQLQKKHGGFIB27DB
烏日區,房地(土地+建物)+車位,臺中市烏日區新高鐵段89，90，96地號,16.96,商,,,1090726,土地3建物1車位1,十六層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,134.89,3,2,2,有,無,9600000,74905,坡道平面,24.75,1350000,,RPXWQLQKKHGGFIB37DB
