鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苓雅區,建物,高雄市苓雅區新光路62巷15號34樓之3,0.0,商,,,1100315,土地0建物1車位0,三十四層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,145.84,3,2,2,有,有,有,15000,103,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPPOMLPKLHGGFBE57CC
苓雅區,車位,高雄市苓雅區新光路62巷B1-75車位,0.0,商,,,1100310,土地0建物0車位1,,,其他,,,,0.0,0,0,0,有,有,無,2200,,坡道平面,14.65,2200,,RPQOMLPKLHGGFBE67CC
苓雅區,建物,高雄市苓雅區新光路62巷3號32樓之1,0.0,商,,,1100310,土地0建物1車位0,三十二層,35,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860421,93.91,2,2,1,有,有,有,11000,117,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPROMLPKLHGGFBE77CC
苓雅區,房地(土地+建物),高雄市苓雅區自強三路20巷20號,7.17,商,,,1100315,土地1建物1車位0,見其他登記事項,35,店面(店鋪),住商用,鋼筋混凝土造,0860421,166.76,2,2,3,有,有,無,17000,102,,0.0,0,含管理費、稅金或水電等費用。；,RPSOMLPKLHGGFBE87CC
苓雅區,房地(土地+建物),高雄市苓雅區三多二路45巷14號,42.0,住,,,1100228,土地1建物1車位0,全,2,透天厝,,加強磚造,0561220,64.82,2,1,1,有,無,有,8000,123,,0.0,0,,RPUOMLPKLHGGFBE08CC
前金區,建物,高雄市前金區中華四路312號5樓,0.0,商,,,1100310,土地0建物0車位0,五層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,0780724,25.76,1,0,1,有,無,有,9000,349,,0.0,0,本案為共隔8間分租套房，本次僅出租此間為25.76平方公尺,RPUNMLPKLHGGFAE87CC
鼓山區,房地(土地+建物),高雄市鼓山區文忠路179號,13.83,商,,,1100314,土地1建物1車位0,見其它登記事項,16,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0831015,140.85,2,2,2,有,無,有,33500,238,,0.0,0,,RPPOMLPKLHGGFAE47CC
左營區,房地(土地+建物),高雄市左營區翠峰路68號14樓,6.8,住,,,1100309,土地1建物1車位0,十四層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841013,40.65,3,2,2,有,無,無,13500,332,,0.0,0,,RPTNMLPKLHGGFEE18CC
楠梓區,房地(土地+建物),高雄市楠梓區中昌街5號1樓,87.28,住,,,1100312,土地1建物1車位0,全,5,透天厝,見其它登記事項,見其它登記事項,1081227,106.38,0,0,0,無,無,有,40000,376,,0.0,0,,RPVPMLPKLHGGFEE58CC
左營區,建物,高雄市左營區文強路300號三樓之2,0.0,住,,,1100221,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0941125,80.84,2,1,1,有,無,有,14000,173,,0.0,0,,RPWPMLPKLHGGFEE68CC
