鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟7樓,9.91,商,,,1090917,土地1建物1車位1,七層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,129.83,0,0,1,有,無,8140000,64144,坡道平面,30.21,1750000,,RPWPNLSKMHGGFHH07CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟8樓,10.12,商,,,1090909,土地1建物1車位1,八層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,131.5,0,0,1,有,無,8010000,63341,坡道平面,31.88,1700000,,RPXPNLSKMHGGFHH17CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟9樓,10.12,商,,,1090911,土地1建物1車位1,九層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,131.5,0,0,1,有,無,8110000,64345,坡道平面,31.88,1700000,,RPOQNLSKMHGGFHH98CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟10樓,9.91,商,,,1090914,土地1建物1車位1,十層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,129.83,0,0,1,有,無,8190000,64646,坡道平面,30.21,1750000,,RPPQNLSKMHGGFHH09CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路B7棟11樓,10.12,商,,,1090908,土地1建物1車位1,十一層,24,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,131.5,0,0,1,有,無,8230000,64545,坡道平面,31.88,1800000,,RPQQNLSKMHGGFHH56CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A1棟3樓,9.73,商,,,1091018,土地1建物1車位1,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,128.62,0,0,1,有,無,8000000,62539,坡道平面,31.88,1950000,,RPRQNLSKMHGGFHH66CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A2棟3樓,9.1,商,,,1091018,土地1建物1車位1,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,120.02,0,0,1,有,無,7460000,62514,坡道平面,31.88,1950000,,RPSQNLSKMHGGFHH76CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A3棟3樓,11.27,商,,,1091018,土地1建物1車位1,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,147.47,0,0,1,有,無,9280000,63414,坡道平面,31.88,1950000,,RPTQNLSKMHGGFHH86CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A4棟3樓,9.13,商,,,1091015,土地1建物1車位1,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,120.26,0,0,1,有,無,6960000,60556,坡道平面,35.05,1800000,,RPUQNLSKMHGGFHH96CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A5棟3樓,22.03,商,,,1091015,土地1建物1車位2,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,270.35,0,0,1,有,無,16120000,61024,坡道平面,70.1,3900000,,RPVQNLSKMHGGFHH07CB
龜山區,房地(土地+建物)+車位,桃園市龜山區文化一路與華亞三路A6棟3樓,14.49,商,,,1091015,土地1建物1車位1,三層,24,店面(店鋪),商業用,鋼筋混凝土造,,171.22,0,0,1,有,無,10320000,62202,坡道平面,35.05,1850000,,RPWQNLSKMHGGFHH17CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S1,25.79,住,,,1080601,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,184.76,0,0,0,無,無,18000000,100919,坡道平面,24.73,1850000,,RPSQMLTKMHGGFHH76CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S2,19.89,住,,,1090510,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,147.45,0,0,0,無,無,13320000,93465,坡道平面,24.73,1850000,,RPTQMLTKMHGGFHH86CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S8,12.86,住,,,1090314,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,103.22,0,0,0,無,無,9900000,102561,坡道平面,24.73,1850000,,RPUQMLTKMHGGFHH96CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S3,19.27,住,,,1090603,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,143.53,0,0,0,無,無,12260000,87205,坡道平面,24.73,1900000,含夾層面積,RPVQMLTKMHGGFHH07CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S5,21.41,住,,,1090603,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,157.15,0,0,0,無,無,13540000,87902,坡道平面,24.73,1900000,含夾層面積,RPXQMLTKMHGGFHH27CB
龜山區,房地(土地+建物)+車位,桃園市龜山區樂善國小側面 S6,19.89,住,,,1090530,土地1建物1車位1,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,147.45,0,0,0,無,無,13360000,93383,坡道平面,24.73,1900000,,RPORMLTKMHGGFHH09CB
龜山區,房地(土地+建物),桃園市龜山區樂善國小側面 S7,11.31,住,,,1090503,土地1建物1車位0,一層,15,店面(店鋪),住商用,鋼筋混凝土造,,70.94,0,0,0,無,無,7850000,110657,,0.0,0,,RPPRMLTKMHGGFHH56CB
